Date,Open,High,Low,Close,Adj_close,Volume,Likes,RetweetCount,QuoteCount,pos,neg,neu,compound
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,170.99966430664062,34277600,1424,306,55,53.36,23.527,338.112,59.8583
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,170.50982666015625,33194400,1435,327,38,71.625,22.542,427.831,94.6129
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,166.3560791015625,34392700,1885,396,61,80.207,23.807,427.982,108.671
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,173.82107543945312,51286600,4631,1154,206,179.465,52.888,1036.649,240.7783
2020-04-30,180.0,180.3999938964844,176.22999572753906,179.2100067138672,175.5648956298828,53875900,2820,549,95,97.18,29.903,615.916,146.6328
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,171.01927185058594,39370500,1192,185,36,60.38,18.218,359.41,73.4415
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,175.20240783691406,30372900,1101,245,54,66.083,26.193,513.727,82.9764
2020-05-05,180.6199951171875,183.6499938964844,179.89999389648438,180.7599945068359,177.08338928222656,36839200,1526,301,53,82.826,27.211,482.968,100.3609
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,178.82713317871094,32139300,967,190,29,64.04,25.099,419.856,80.3674
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.6000061035156,179.8656005859375,28316000,1326,193,35,50.448,19.618,304.933,69.6036
2020-05-08,184.97999572753903,185.0,183.36000061035156,184.67999267578125,180.9236297607422,30877800,775,175,43,46.922,16.756,280.324,51.8761
2020-05-11,183.1499938964844,187.5099945068359,182.8500061035156,186.7400054931641,182.9417266845703,30892700,923,171,39,65.422,18.483,351.095,88.816
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.5099945068359,178.7977752685547,32038200,1084,183,32,53.296,19.102,418.602,65.3223
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,176.09390258789062,44711500,949,269,33,58.121,22.963,351.915,65.9221
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,176.85804748535156,41873900,1729,622,51,67.834,21.921,333.241,79.6291
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210935,179.43453979492188,46610400,1682,418,63,58.047,17.845,312.109,73.4716
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210935,181.1489715576172,35264500,1415,202,17,59.332,14.139,312.529,74.6443
2020-05-19,185.02999877929688,186.6000061035156,183.4900054931641,183.6300048828125,179.89501953125,26799100,1193,290,50,66.41,20.282,382.31,79.2335
2020-05-20,184.80999755859375,185.8500061035156,183.94000244140625,185.66000366210935,182.39027404785156,31261300,1401,295,30,56.845,18.718,279.436,69.9334
2020-05-21,185.3999938964844,186.6699981689453,183.2899932861328,183.42999267578125,180.1995391845703,29119500,1660,482,57,47.019,16.773,247.21,55.6807
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.5099945068359,180.27810668945312,20826900,502,193,16,47.577,16.841,234.581,57.3622
2020-05-26,186.33999633789065,186.5,181.1000061035156,181.57000732421875,178.37228393554688,36073600,716,279,32,48.665,14.334,292.0,60.4901
2020-05-27,180.1999969482422,181.9900054931641,176.60000610351562,181.80999755859375,178.60806274414062,39517100,1005,298,52,63.077,22.792,397.129,80.0584
2020-05-28,180.7400054931641,184.1499938964844,180.3800048828125,181.3999938964844,178.20526123046875,33810200,719,223,37,52.805,15.802,289.396,73.6252
2020-05-29,182.72999572753903,184.27000427246097,180.41000366210935,183.25,180.02268981933594,42130400,1199,200,26,40.302,16.187,243.504,52.2678
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,179.610107421875,22622400,896,232,50,53.591,13.953,288.455,78.1575
2020-06-02,184.25,185.0,181.3500061035156,184.91000366210935,181.6534881591797,30794600,949,287,55,63.466,19.836,334.698,65.8025
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,182.09556579589844,27311000,697,256,44,62.356,17.785,375.857,86.2992
2020-06-04,184.3000030517578,185.83999633789065,182.3000030517578,182.9199981689453,179.69851684570312,28761800,813,226,43,51.414,20.139,300.451,70.7555
2020-06-05,182.6199951171875,187.72999572753903,182.0099945068359,187.1999969482422,183.90313720703125,39893600,2197,557,95,70.038,22.362,371.601,93.2561
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,185.0427093505859,33211600,1473,419,78,86.872,24.219,524.911,112.4468
2020-06-09,188.0,190.6999969482422,187.2599945068359,189.8000030517578,186.4573211669922,29783900,2186,390,76,102.943,29.261,588.799,141.8875
2020-06-10,191.1300048828125,198.52000427246097,191.0099945068359,196.83999633789065,193.3733673095703,43872300,3340,503,145,130.199,39.388,730.406,173.0274
2020-06-11,193.1300048828125,195.7599945068359,186.07000732421875,186.27000427246097,182.9895172119141,52854700,2413,570,79,72.782,36.428,435.799,73.5825
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.7400054931641,184.43362426757812,43373600,2482,565,131,61.586,30.672,371.734,59.2171
2020-06-15,184.5800018310547,190.82000732421875,184.0099945068359,188.94000244140625,185.61251831054688,32770200,1620,382,58,63.073,22.724,360.201,73.7378
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,190.16094970703125,42556700,1808,376,55,66.368,26.664,430.965,74.3922
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.2400054931641,190.8191680908203,25687800,1732,398,39,58.149,28.085,374.774,57.8983
2020-06-18,194.0,196.4900054931641,194.0,196.32000732421875,192.86251831054688,23061600,1527,362,53,58.339,29.106,364.541,61.884
2020-06-19,198.58999633789065,199.2899932861328,194.3699951171875,195.1499938964844,191.71310424804688,44441100,1187,297,33,68.913,35.783,449.302,74.2974
2020-06-22,195.7899932861328,200.7599945068359,195.22999572753903,200.57000732421875,197.0376739501953,32818900,2838,601,98,110.085,45.942,642.966,115.2063
2020-06-23,202.08999633789065,203.9499969482422,201.42999267578125,201.91000366210935,198.3540802001953,30917400,2679,586,82,91.197,40.259,582.545,104.3019
2020-06-24,201.6000061035156,203.25,196.55999755859375,197.83999633789065,194.3557586669922,36740600,2161,370,62,72.68900000000001,33.446,452.869,74.6112
2020-06-25,197.8000030517578,200.61000061035156,195.47000122070312,200.33999633789065,196.81170654296875,27803900,1732,452,51,66.554,33.889,397.56,63.8813
2020-06-26,199.72999572753903,199.88999938964844,194.8800048828125,196.3300018310547,192.8723602294922,54675800,1828,545,84,58.054,40.064,528.877,44.1797
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,194.9451904296875,26701600,1585,459,65,72.324,38.714,425.968,71.9532
2020-06-30,197.8800048828125,204.3999938964844,197.7400054931641,203.5099945068359,199.92588806152344,34310300,1817,483,61,82.414,36.733,482.856,98.7887
2020-07-01,203.13999938964844,206.3500061035156,201.77000427246097,204.6999969482422,201.09494018554688,32061200,2056,453,65,79.413,34.053,455.531,88.3418
2020-07-02,205.67999267578125,208.02000427246097,205.0,206.2599945068359,202.62745666503903,29315800,1048,265,51,69.062,26.624,399.315,84.5537
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789065,210.6999969482422,206.98927307128903,31897600,4793,1414,174,129.46,38.327,676.213,160.6748
2020-07-07,210.4499969482422,214.6699981689453,207.9900054931641,208.25,204.5823974609375,33600700,2138,492,56,92.429,39.994,555.576,103.6166
2020-07-08,210.07000732421875,213.2599945068359,208.69000244140625,212.8300018310547,209.08175659179688,33600000,1739,368,63,84.832,34.478,531.687,112.9991
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,210.54551696777344,33121700,2350,482,77,96.216,40.591,610.202,116.1078
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,209.90695190429688,26177600,1287,416,44,67.614,32.196,445.185,79.4234
2020-07-13,214.47999572753903,215.8000030517578,206.5,207.07000732421875,203.42318725585935,38135600,2058,388,55,115.099,38.013,639.889,144.802
2020-07-14,206.1300048828125,208.8500061035156,202.02999877929688,208.3500061035156,204.6806640625,37591800,1793,418,43,98.358,32.464,507.174,129.3158
2020-07-15,209.55999755859375,211.3300018310547,205.02999877929688,208.0399932861328,204.37611389160156,32179400,1976,490,70,92.448,35.842,494.704,97.9956
2020-07-16,205.3999938964844,205.6999969482422,202.30999755859375,203.9199981689453,200.3286590576172,29940700,2429,589,91,78.485,34.09,457.426,75.8801
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,199.30697631835935,31635300,1808,500,80,66.74,27.677,454.585,73.7187
2020-07-20,205.0,212.3000030517578,203.0099945068359,211.6000061035156,207.87342834472656,36884800,4747,889,132,174.075,56.981,950.941,228.6555
2020-07-21,213.66000366210935,213.94000244140625,208.02999877929688,208.75,205.07362365722656,37990400,2928,628,109,132.188,53.543,788.26,164.6462
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,208.0207672119141,49605700,9984,1840,361,301.671,137.765,1729.572,328.286
2020-07-23,207.19000244140625,210.9199981689453,202.1499938964844,202.5399932861328,198.9729766845703,67457000,5112,1050,167,233.474,103.664,1234.854,235.7148
2020-07-24,200.4199981689453,202.86000061035156,197.5099945068359,201.3000030517578,197.7548065185547,39827000,1858,468,53,164.203,72.563,814.241,170.2141
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.8500061035156,200.25990295410156,30160900,1776,415,55,98.42,32.471000000000004,577.112,126.5034
2020-07-28,203.61000061035156,204.6999969482422,201.7400054931641,202.02000427246097,198.4621429443359,23251400,1551,310,35,66.14,24.408,385.454,91.1454
2020-07-29,202.5,204.6499938964844,202.0099945068359,204.05999755859375,200.46620178222656,19632600,2628,615,93,74.714,23.965,405.319,89.4074
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.8999938964844,200.30902099609375,25079600,1621,312,63,86.155,31.791,461.052,104.7081
2020-07-31,204.3999938964844,205.1000061035156,199.0099945068359,205.0099945068359,201.3994598388672,51044000,3760,881,229,155.359,64.835,946.797,179.0144
2020-08-03,211.52000427246097,217.63999938964844,210.44000244140625,216.5399932861328,212.72640991210935,78983000,7535,1347,315,344.311,108.088,1906.6,441.1304
2020-08-04,214.1699981689453,214.77000427246097,210.30999755859375,213.2899932861328,209.5336456298828,49280100,3508,778,176,173.487,83.75,939.736,169.8793
2020-08-05,214.8999938964844,215.0,211.57000732421875,212.94000244140625,209.1898193359375,28806400,3459,803,146,122.816,42.337,750.845,152.0083
2020-08-06,212.33999633789065,216.3699951171875,211.5500030517578,216.3500061035156,212.5397796630859,32656800,4291,1214,221,159.885,45.798,801.305,205.0189
2020-08-07,214.8500061035156,215.6999969482422,210.92999267578125,212.47999572753903,208.73789978027344,27820400,1554,402,63,111.287,41.656,565.059,132.8006
2020-08-10,211.6699981689453,211.8800048828125,206.3500061035156,208.25,204.5823974609375,36716500,2379,495,74,108.202,48.967,602.834,110.6234
2020-08-11,207.16000366210935,207.6499938964844,203.13999938964844,203.3800048828125,199.79818725585935,36446500,2600,619,148,126.416,43.843,653.746,146.4985
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,205.50584411621097,28013100,2281,508,86,130.939,35.749,628.318,172.4239
2020-08-13,209.44000244140625,211.3500061035156,208.1499938964844,208.6999969482422,205.0244903564453,22588900,1792,339,36,92.688,23.998,518.308,134.2019
2020-08-14,208.7599945068359,209.58999633789065,207.5099945068359,208.8999938964844,205.220947265625,17958900,1711,428,49,76.987,23.18,427.837,95.7266
2020-08-17,209.6000061035156,211.19000244140625,208.9199981689453,210.27999877929688,206.57669067382812,20184800,968,243,32,77.109,22.781,451.117,108.3185
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.4900054931641,207.76535034179688,21336200,1233,352,49,122.984,30.311,549.711,162.5587
2020-08-19,211.4900054931641,212.1000061035156,209.25,209.6999969482422,206.5048828125,27627600,1879,477,66,119.561,31.928,527.509,158.3688
2020-08-20,209.5399932861328,215.0,208.91000366210935,214.5800018310547,211.31051635742188,26981500,2637,587,77,155.11,32.724,609.164,234.0661
2020-08-21,213.86000061035156,216.25,212.8500061035156,213.02000427246097,209.77427673339844,36249300,2087,377,63,162.546,44.368,668.08,239.16
2020-08-24,214.7899932861328,215.52000427246097,212.42999267578125,213.69000244140625,210.43405151367188,25460100,2502,505,74,105.728,39.366,544.898,123.6262
2020-08-25,213.1000061035156,216.61000061035156,213.1000061035156,216.47000122070312,213.17172241210935,23043700,3591,498,91,124.288,42.834,676.879,140.4682
2020-08-26,217.8800048828125,222.08999633789065,217.36000061035156,221.1499938964844,217.78041076660156,39600800,4297,739,142,168.878,62.027,1035.099,208.2357
2020-08-27,222.88999938964844,231.1499938964844,219.3999938964844,226.5800018310547,223.12765502929688,57602200,8672,1520,344,292.102,109.968,1816.914,344.0326
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210935,225.4221649169922,26292900,4132,798,128,142.419,53.363,840.218,188.7893
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,222.0936737060547,28774200,3393,565,132,130.774,58.603,812.63,140.7907
2020-09-01,225.5099945068359,227.4499969482422,224.42999267578125,227.27000427246097,223.80715942382812,25725500,2587,466,73,110.481,33.335,621.198,155.426
2020-09-02,227.97000122070312,232.86000061035156,227.3500061035156,231.6499938964844,228.12042236328125,34080800,2793,449,89,136.934,37.574,704.493,173.4367
2020-09-03,229.27000427246097,229.30999755859375,214.9600067138672,217.3000030517578,213.9890594482422,58400300,4644,953,149,141.71,56.686,731.604,150.8058
2020-09-04,215.1000061035156,218.36000061035156,205.19000244140625,214.25,210.98553466796875,59664100,2818,536,92,160.538,45.371,764.091,212.2038
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210935,199.5721435546875,52924300,3058,752,96,126.975,49.342,683.675,148.5032
2020-09-09,207.6000061035156,214.83999633789065,206.6999969482422,211.2899932861328,208.0706329345703,45679000,2851,621,76,153.18,49.492,805.325,189.8579
2020-09-10,213.3999938964844,214.7400054931641,204.11000061035156,205.3699951171875,202.24082946777344,35461500,2697,644,173,100.238,39.577,542.184,113.2797
2020-09-11,207.1999969482422,208.6300048828125,201.2400054931641,204.02999877929688,200.92124938964844,33620100,1867,477,63,112.875,40.446,583.689,131.9455
2020-09-14,204.2400054931641,209.1999969482422,204.02999877929688,205.41000366210935,202.2802276611328,30375800,1485,443,68,132.696,49.502,725.811,160.8167
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,205.5988922119141,21823900,3857,858,149,114.601,31.044,595.352,143.8604
2020-09-16,210.6199951171875,210.6499938964844,204.63999938964844,205.0500030517578,201.92572021484375,26328100,1327,331,46,107.105,33.734,547.158,130.4396
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210935,199.81832885742188,34011300,1283,380,65,91.502,34.134,540.361,100.5834
2020-09-18,202.8000030517578,203.6499938964844,196.25,200.38999938964844,197.33673095703125,55225300,1503,323,60,114.218,54.508,632.269,109.2301
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,199.45394897460935,39839700,2993,803,101,157.862,54.188,831.952,213.0569
2020-09-22,205.05999755859375,208.1000061035156,202.0800018310547,207.4199981689453,204.2595977783203,33517100,2396,560,58,143.613,37.972,721.431,186.6411
2020-09-23,207.8999938964844,208.1000061035156,200.02999877929688,200.58999633789065,197.53367614746097,30803800,1620,434,52,119.825,34.977,538.202,155.3522
2020-09-24,199.8500061035156,205.57000732421875,199.1999969482422,203.19000244140625,200.0940704345703,31202500,1274,263,50,103.216,32.666,497.128,140.0291
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,204.6534881591797,29437300,1060,184,31,87.031,27.39,413.579,117.1214
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,206.24880981445312,32004900,1326,383,105,88.798,29.774,410.434,112.7576
2020-09-29,209.3500061035156,210.07000732421875,206.80999755859375,207.2599945068359,204.10205078125,24221900,911,245,35,96.954,29.911,387.138,117.2078
